person1,121,117,27,40
person2,245,129,20,44
person3,70,149,40,29
person4,118,145,29,34
person5,231,157,29,41
person6,248,177,17,34
person7,20,194,28,19
person8,179,98,45,49
person9,226,98,38,50
person10,126,121,39,51
person11,149,125,48,44
person12,85,166,75,48
