person1,172,56,30,45
person2,204,52,29,46
person3,101,82,29,32
person4,185,79,32,33
person5,218,71,31,43
person6,245,73,20,40
person7,65,109,26,42
person8,0,164,17,49
person9,90,166,27,45
person10,105,184,34,30
person11,151,85,42,50
person12,224,74,41,61
person13,0,86,34,67
person14,87,89,42,64
person15,109,102,51,61
person16,197,102,48,67
person17,164,121,57,58
person18,54,126,44,70
person19,111,142,44,43
person20,26,153,51,57
person21,132,158,49,55
person22,26,104,208,110
