person1,0,2,18,39
person2,0,3,39,70
person3,18,0,59,67
person4,142,6,60,59
person5,65,30,81,88
person6,208,59,45,64
person7,4,74,66,97
person8,65,76,76,98
person9,144,85,63,95
person10,174,130,90,84
