person1,193,1,37,23
person2,204,0,61,77
person3,5,18,63,94
person4,61,42,79,77
person5,147,41,84,97
person6,223,53,42,102
person7,0,71,44,128
person8,157,149,62,59
person9,68,0,81,67
person10,35,149,87,63
person11,29,100,125,102
