person1,105,71,23,24
person2,129,63,39,42
person3,245,134,19,35
person4,103,75,36,61
person5,171,91,39,61
person6,62,93,63,84
person7,137,105,45,61
person8,181,123,44,52
person9,215,144,50,67
person10,32,173,55,41
person11,98,152,90,58
person12,46,78,204,113
